id	is_critical	platforms	description
CVE-2023-0343	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0344	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0345	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0346	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0347	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0348	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0349	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0350	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0351	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0352	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0353	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0354	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0355	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0356	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0357	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0358	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0359	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0360	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0361	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0362	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0363	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0364	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0365	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0366	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0367	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0368	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0369	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0370	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0371	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0372	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0373	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0374	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0375	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0376	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0377	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0378	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0379	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0380	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0381	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0382	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0383	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0384	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0385	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0386	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0387	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0388	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0389	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0391	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0392	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0394	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0395	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0396	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0397	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0398	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0399	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0400	FALSE	['Windows', 'Windows_v11.9']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0401	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0402	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0403	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0404	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0405	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0406	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0410	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0411	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0412	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0413	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0414	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0415	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0416	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0417	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0418	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0419	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0420	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0421	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0422	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0423	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0424	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0425	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0426	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0428	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0429	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0430	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-0431	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
